"Freq [GHz]","dB(St(patch_T1,patch_T1)) []"
3.31,-0.1765902017449
3.32,-0.177778262209572
3.33,-0.179098477306955
3.34,-0.180556300243421
3.35,-0.182157830626888
3.36,-0.183909872119571
3.37,-0.185819998362587
3.38,-0.187896628321285
3.39,-0.190149112401434
3.4,-0.192587830926403
3.41,-0.195224306850904
3.42,-0.198071334928563
3.43,-0.20114312996005
3.44,-0.204455497242859
3.45,-0.208026028941074
3.46,-0.211874330818395
3.47,-0.21602228466062
3.48,-0.220494352795692
3.49,-0.225317932445301
3.5,-0.230523769280858
3.51,-0.236146441583809
3.52,-0.24222492893571
3.53,-0.248803282517535
3.54,-0.255931418063588
3.55,-0.263666057519972
3.56,-0.272071851811355
3.57,-0.28122272522739
3.58,-0.291203492346336
3.59,-0.302111811850164
3.6,-0.314060559039117
3.61,-0.327180721679916
3.62,-0.341624953865848
3.63,-0.357571962405944
3.64,-0.375231953464441
3.65,-0.39485343879209
3.66,-0.416731798069464
3.67,-0.441220126876595
3.68,-0.468743083427189
3.69,-0.499814703082086
3.7,-0.535061509714537
3.71,-0.575252764771526
3.72,-0.621340430018335
3.73,-0.674512487611511
3.74,-0.736264829486869
3.75,-0.808499259270087
3.76,-0.893658657709747
3.77,-0.994915707939694
3.78,-1.1164398296243
3.79,-1.26377988865267
3.8,-1.44442076881278
3.81,-1.66860503816505
3.82,-1.95056561068129
3.83,-2.31040812128523
3.84,-2.77704653650221
3.85,-3.39290988863389
3.86,-4.221806567685
3.87,-5.36297274642528
3.88,-6.97902458011136
3.89,-9.36085097999163
3.9,-13.1018591593713
3.91,-19.1786774689869
3.92,-18.8981981571052
3.93,-12.9557905816693
3.94,-9.3315595706751
3.95,-7.02075928812783
3.96,-5.4502858105025
3.97,-4.338741295829
3.98,-3.52896969687146
3.99,-2.92530512714223
4,-2.46635635237581
4.01,-2.11132893255571
4.02,-1.83240400028208
4.03,-1.61020312295138
4.04,-1.43097304353915
4.05,-1.28478593253627
4.06,-1.16436246108082
4.07,-1.06428731461009
4.08,-0.980477285866508
4.09,-0.909814900922868
4.1,-0.849892314928597
4.11,-0.798829785110564
4.12,-0.755145306641447
4.13,-0.717659826442899
4.14,-0.6854275176549
4.15,-0.657683923792446
4.16,-0.633806994154121
4.17,-0.613287522577557
4.18,-0.595706518093727
4.19,-0.580717737324962
4.2,-0.568034097778229
4.21,-0.557417036263836
4.22,-0.548668122565651
4.23,-0.541622415447827
4.24,-0.536143176671708
4.25,-0.532117653013057
4.26,-0.529453706095773
4.27,-0.528077122044377
4.28,-0.527929472333527
4.29,-0.528966427254705
4.3,-0.531156446599491
4.31,-0.534479790320015
4.32,-0.538927806403795
4.33,-0.544502465011998
4.34,-0.551216117871249
